HydroCode,OBJECTID,BoreID,RefElev,RefElevDesc,FromDepth,ToDepth,TopElev,BottomElev,MajorLithCode,MinorLithCode,Description,Source,LogType,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Latitude,longitude
GW071505.1.1,475064,10084448,587.3,NGS,0.6,19.8,586.7,567.5,GRNT,,Granite soft,NSW Hydstra,1,,,,,,,,,-31.0487,150.997
GW023829.1.1,191918,10039138,177.88,NGS,6.09,9.75,171.79,168.13,SAND,,Sand,NSW Hydstra,1,,,,,,,,,-30.169,149.206
GW902534.1.1,802306,10146241,857.71,NGS,46.9,48.7,810.81,809.01,GRNT,,Granite rock,NSW Hydstra,1,,,,,,,,,-30.8048,151.231
GW009233.1.1,93054,10024573,418.58,NGS,3.35,9.14,415.23,409.44,ALVM,,Alluvium,NSW Hydstra,1,,,,,,,,,-31.0518,149.544
GW968264.1.1,822183,10149877,229.32,NGS,8.0,10.0,221.32,219.32,GRVL,,"Gravel, sandy & clay & fine sand",NSW Hydstra,1,,,,,,,,,-30.4925,149.964
GW003728.1.1,36433,10019077,409.95,NGS,157.28,164.29,252.67,245.66,BSLT,,Basalt broken,NSW Hydstra,1,,,,,,,,,-31.3679,149.952
GW902053.1.1,799551,10145784,256.89,NGS,82.0,83.0,174.89,173.89,SAND,,Sand,NSW Hydstra,1,,,,,,,,,-30.8377,149.969
GW968386.1.1,823052,10150001,318.64,NGS,24.0,30.0,294.64,288.64,GRVL,,"Gravel, brown grey, silty clayey, <5mm",NSW Hydstra,1,,,,,,,,,-30.9756,150.127
GW045645.1.1,364316,10061034,305.79,NGS,1.2,15.0,304.59,290.79,SDSN,,Sandstone,NSW Hydstra,1,,,,,,,,,-30.9537,150.144
GW031664.1.1,268419,10047757,310.54,NGS,5.49,7.62,305.05,302.92,CLAY,,Clay yellow,NSW Hydstra,1,,,,,,,,,-31.4301,150.478
GW035624.1.1,286619,10051675,336.38,NGS,0.0,25.29,336.38,311.09,GRVL,,Gravel nominal water supply,NSW Hydstra,1,,,,,,,,,-31.3159,149.914
GW017492.1.1,148490,10032762,133.55,NGS,65.23,68.28,68.32,65.27,CLAY,,Clay white sandy,NSW Hydstra,1,,,,,,,,,-30.0684,148.15
GW043886.1.1,357013,10059310,404.67,NGS,6.1,12.19,398.57,392.48,SHLE,,Shale soft broken water supply,NSW Hydstra,1,,,,,,,,,-30.9956,150.929
GW016936.1.1,145542,10032208,264.71,NGS,0.0,1.21,264.71,263.5,SOIL,,Soil,NSW Hydstra,1,,,,,,,,,-30.8843,149.892
GW045196.1.1,362511,10060587,228.23,NGS,19.0,20.0,209.23,208.23,SDSN,,Sandstone water bearing water supply,NSW Hydstra,1,,,,,,,,,-30.3998,149.844
GW901392.1.1,793955,10145125,314.26,NGS,11.3,15.3,302.96,298.96,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-31.4237,150.484
GW063820.1.1,452305,10078329,455.14,NGS,25.8,26.1,429.34,429.04,SHLE,,Shale water bearing water supply,NSW Hydstra,1,,,,,,,,,-31.1987,150.955
GW026518.1.1,215411,10041909,172.24,NGS,26.51,28.04,145.73,144.2,CLAY,,Clay grey sandy,NSW Hydstra,1,,,,,,,,,-30.0159,149.199
GW006268.1.1,66131,10021612,362.51,NGS,156.36,161.54,206.15,200.97,SHLE,,Shale dark,NSW Hydstra,1,,,,,,,,,-31.1482,149.703
GW008149.1.1,81749,10023491,606.53,NGS,86.26,86.56,520.27,519.97,QRTZ,,Quartz white,NSW Hydstra,1,,,,,,,,,-31.5934,150.904
GW902264.1.1,800790,10145994,336.07,NGS,42.0,44.0,294.07,292.07,SAND,,Sand & gravel,NSW Hydstra,1,,,,,,,,,-30.7723,150.38
GW025219.3.1,202242,10040419,205.7,NGS,45.72,47.24,159.98,158.46,CLAY,,Clay sandy,NSW Hydstra,1,,,,,,,,,-30.2668,149.674
GW063028.1.1,449916,10077914,204.47,NGS,21.95,32.61,182.52,171.86,CLAY,,"Clay white some silty, sandy bands",NSW Hydstra,1,,,,,,,,,-30.2373,149.687
GW967483.1.1,816555,10149071,243.39,NGS,17.0,20.0,226.39,223.39,CLAY,,Clay and stones,NSW Hydstra,1,,,,,,,,,-30.6908,150.07
GW036407.1.1,304928,10053082,144.8,NGS,67.1,68.63,77.7,76.17,CLAY,,"Clay - light brown some light grey, extremely sandy, coarse",I. Krumins,2,,,,,,,,,-29.952,148.622
GW022988.1.1,187861,10038307,470.42,NGS,0.0,2.13,470.42,468.29,SOIL,,Soil black,NSW Hydstra,1,,,,,,,,,-31.3209,150.88
GW968703.1.1,825143,10150318,271.18,NGS,0.0,2.0,271.18,269.18,TPSL,,Topsoil,NSW Hydstra,1,,,,,,,,,-30.9713,150.346
GW051469.1.1,393250,10066673,270.92,NGS,81.7,85.3,189.22,185.62,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-31.0726,150.364
GW024280.1.1,194002,10039578,359,NGS,2.44,5.49,356.56,353.51,SAND,,Sand gravel water supply,NSW Hydstra,1,,,,,,,,,-30.7465,150.526
GW035862.1.1,288071,10051913,251.02,NGS,0.0,1.21,251.02,249.81,TPSL,,Topsoil,NSW Hydstra,1,,,,,,,,,-30.7801,150.129
GW039584.1.1,339069,10056843,137.43,NGS,3.0,7.0,134.43,130.43,UNKN,,Yellow clay,NSW Hydstra,1,,,,,,,,,-30.1708,148.294
GW028363.1.1,227859,10043739,270.69,NGS,12.19,21.34,258.5,249.35,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-31.047,150.387
GW037170.1.1,322351,10054517,189.57,NGS,13.11,14.33,176.46,175.24,GRVL,,Gravel free coarse,NSW Hydstra,1,,,,,,,,,-30.2095,149.404
GW056333.1.1,415098,10071529,541.07,NGS,24.69,25.91,516.38,515.16,GRNT,,Granite,NSW Hydstra,1,,,,,,,,,-31.0009,151.043
GW900378.1.1,786540,10144112,451.37,NGS,95.0,98.6,356.37,352.77,UNKN,,Grey shale,NSW Hydstra,1,,,,,,,,,-31.6643,150.708
GW030153.1.1,245601,10045740,315.0,NGS,41.15,47.24,273.85,267.76,ROCK,,Rock yellow decomposed some clay bands,NSW Hydstra,1,,,,,,,,,-31.5037,150.432
GW900411.1.1,786940,10144145,220.43,NGS,0.0,0.9,220.43,219.53,UNKN,,Black topsoil,NSW Hydstra,1,,,,,,,,,-30.3707,149.588
GW031347.1.1,266835,10047441,204.69,NGS,15.84,23.77,188.85,180.92,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-30.2076,149.671
GW025331.3.1,204970,10040612,196.9,NGS,9.15,10.68,187.75,186.22,GRVL,,"Gravel; coarse to very coarse, pebbles both subangular, rounded, including: jasper chert quartz etc",Unknown - WC&IC,2,,,,,,,,,-30.2026,149.544
GW005925.1.1,63334,10021271,354.17,NGS,6.1,15.24,348.07,338.93,GRVL,,Gravel,NSW Hydstra,1,,,,,,,,,-31.2398,150.276
GW969934.1.1,833771,10151564,275.56,NGS,1.0,18.0,274.56,257.56,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-30.5161,149.881
GW025342.3.1,205671,10040679,202,NGS,35.05,38.4,166.95,163.6,GRVL,,Gravel claybound fine,NSW Hydstra,1,,,,,,,,,-30.3112,149.477
GW030017.1.1,239628,10045418,295.7,NGS,35.08,36.6,260.62,259.1,GRVL,,"Gravel; fine, brown, quartz, jasper, basalt, etc, & brown clay 30%",D Roberts - WC&IC,2,,,,,,,,,-31.3098,150.497
GW031727.1.1,268977,10047820,165.74,NGS,32.61,34.13,133.13,131.61,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-29.9854,149.115
GW902264.1.1,800792,10145994,336.07,NGS,31.0,33.0,305.07,303.07,19,,Silty clay - brown,NSW Hydstra,1,,,,,,,,,-30.7723,150.38
GW044037.1.1,357985,10059461,365.48,NGS,11.43,12.8,354.05,352.68,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-31.4309,149.916
GW049565.1.1,382905,10064784,177.11,NGS,9.4,10.0,167.71,167.11,SAND,,Sand gravel,NSW Hydstra,1,,,,,,,,,-30.1557,149.213
GW030472.3.1,257380,10046499,248.0,NGS,19.81,21.34,228.19,226.66,CLAY,,"Clay - variegated (white, cream pink) min sand (as above) less than 10%",M Williams,2,,,,,,,,,-30.6776,150.131
GW030008.3.1,239370,10045390,292.9,NGS,35.05,38.1,257.85,254.8,CLAY,,Clay sandy,NSW Hydstra,1,,,,,,,,,-31.3043,150.464
GW970119.1.1,834860,10151749,215.43,NGS,0.0,3.0,215.43,212.43,SDCY,,"Sandy clay, black",NSW Hydstra,1,,,,,,,,,-30.3449,149.782
GW051226.1.1,392228,10066431,573.52,NGS,6.7,11.0,566.82,562.52,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-31.3098,151.053
GW009866.1.1,94745,10025197,310.85,NGS,33.53,54.86,277.32,255.99,SHLE,,Shale water bearing,NSW Hydstra,1,,,,,,,,,-31.0454,149.787
GW901888.1.1,798059,10145621,276.24,NGS,22.0,23.0,254.24,253.24,UNKN,,Tight clayed & claybound gravel & rocks,NSW Hydstra,1,,,,,,,,,-30.9885,150.384
GW901839.1.1,797369,10145572,167.32,NGS,43.0,45.1,124.32,122.22,UNKN,,Well graded sand,NSW Hydstra,1,,,,,,,,,-30.0695,149.103
GW000456.1.1,4414,10015805,292.47,NGS,96.32,96.93,196.15,195.54,SDSN,,Sandstone green,NSW Hydstra,1,,,,,,,,,-30.8762,150.023
GW025010.2.1,197247,10040103,192.35,NGS,28.06,31.11,164.29,161.24,GRVL,,"Gravel; as above, except gap graded some clay fraction present but fine & medium sand largely abasent - coarse sand, fine & coarse gravel present. . some green jasper clasts",CF Forbes - WC&IC,2,,,,,,,,,-30.2787,149.427
GW062433.1.1,446432,10077315,234.07,NGS,2.7,11.0,231.37,223.07,SDSN,,Sandstone,NSW Hydstra,1,,,,,,,,,-30.4077,149.81
GW070903.1.1,472748,10083928,200,NGS,17.6,19.2,182.4,180.8,SAND,,White sand with clay bands,NSW Hydstra,1,,,,,,,,,-30.2254,149.654
GW036549.1.1,309548,10053346,258.5,NGS,27.0,28.0,231.5,230.5,CLAY,,Clay grey,NSW Hydstra,1,,,,,,,,,-30.8545,149.93
GW038498.1.1,331136,10055833,428.71,NGS,6.09,18.28,422.62,410.43,SHLE,,Shale,NSW Hydstra,1,,,,,,,,,-31.1109,150.813
GW021950.1.1,182240,10037281,393.54,NGS,0.0,0.61,393.54,392.93,LOAM,,Loam,NSW Hydstra,1,,,,,,,,,-31.1512,150.939
GW004692.1.1,55952,10020043,159.65,NGS,399.79,409.85,-240.14,-250.2,SHLE,,Shale,NSW Hydstra,1,,,,,,,,,-30.3445,148.847
GW902186.1.1,800533,10145916,414.64,NGS,0.0,0.6,414.64,414.04,SOIL,,Soil,NSW Hydstra,1,,,,,,,,,-31.1179,150.793
GW042978.1.1,353090,10058410,191.51,NGS,32.31,34.44,159.2,157.07,GRVL,,Gravel claybound,NSW Hydstra,1,,,,,,,,,-30.1982,149.409
GW068352.1.1,464909,10082428,475.21,NGS,38.0,76.2,437.21,399.01,BSLT,,Blue basalt,NSW Hydstra,1,,,,,,,,,-30.7246,150.727
GW030299.1.1,250841,10046067,268.6,NGS,38.71,39.32,229.89,229.28,BLDR,,Boulders claybound,NSW Hydstra,1,,,,,,,,,-30.9787,150.331
GW030190.1.1,247238,10045839,191.6,NGS,15.25,16.47,176.35,175.13,SAND,,"Sand; 80%, light orangey brown, very silty & clayey, micaceous, fine 20%, medium 20% & coarse 40%, angular to subangular, composed almost entirely of clear quartz.  gravel 20%, fine, angular to subrounded, basalt, jasper, clear & smokey quartz.",L Drury - WC&IC,2,,,,,,,,,-30.1551,149.457
GW021094.1.1,170780,10036356,269.4,NGS,13.11,14.02,256.29,255.38,CLAY,,Clay gravel,NSW Hydstra,1,,,,,,,,,-30.9112,150.323
GW021787.1.1,181396,10037118,382.88,NGS,2.13,3.87,380.75,379.01,CLAY,,Clay red tight soft seams,NSW Hydstra,1,,,,,,,,,-31.0912,150.93
GW027036.1.1,219488,10042425,403.79,NGS,0.0,1.22,403.79,402.57,TPSL,,Topsoil,NSW Hydstra,1,,,,,,,,,-31.0029,150.913
GW966718.1.1,811936,10148294,220.84,NGS,82.0,101.0,138.84,119.84,CLAY,,Clay with sandstone,NSW Hydstra,1,,,,,,,,,-30.3489,149.645
GW060165.1.1,435735,10075354,223.14,NGS,64.0,67.06,159.14,156.08,UNKN,,Driller,NSW Hydstra,1,,,,,,,,,-30.3793,149.609
GW900710.1.1,788847,10144444,250.24,NGS,9.14,10.97,241.1,239.27,UNKN,,Clayey gravel,NSW Hydstra,1,,,,,,,,,-30.8029,150.118
GW048009.1.1,375250,10063238,356.33,NGS,10.36,11.28,345.97,345.05,SLTE,,Slate wet broken,NSW Hydstra,1,,,,,,,,,-30.9865,150.74
GW060402.1.1,437046,10075589,270.49,NGS,71.0,74.0,199.49,196.49,SAND,,Sand light brown gravel clean,NSW Hydstra,1,,,,,,,,,-31.0537,150.337
GW017518.1.1,148590,10032788,366.4,NGS,48.76,50.29,317.64,316.11,GRVL,,Gravel water supply,NSW Hydstra,1,,,,,,,,,-30.2295,149.947
GW030395.1.1,254024,10046294,299.0,NGS,53.34,54.86,245.66,244.14,CLAY,,"Clay with gravel; clay 60% (light brown-grey, very sticky), and gravel 40% (with fine 20%, medium 10%, and coarse 10%, sub-angular to sub-rounded, jasper, basalt, porphyry, clear and smoky quartz)","L. Drury, WC&IC",2,,,,,,,,,-31.3454,150.456
GW023789.1.1,191646,10039099,277.38,NGS,0.0,1.52,277.38,275.86,SOIL,,Soil black,NSW Hydstra,1,,,,,,,,,-31.1479,150.407
GW037324.1.1,323425,10054671,396.82,NGS,0.91,3.65,395.91,393.17,SOIL,,Soil alluvial,NSW Hydstra,1,,,,,,,,,-31.0912,150.793
GW966951.1.1,813101,10148527,1165.61,NGS,73.2,78.7,1092.41,1086.91,SAND,,Sand,NSW Hydstra,1,,,,,,,,,-31.0827,151.529
GW032257.1.1,271527,10048349,346.29,NGS,0.0,1.52,346.29,344.77,SOIL,,Soil surface,NSW Hydstra,1,,,,,,,,,-31.617,150.325
GW969763.1.1,832342,10151389,282.57,NGS,37.0,38.0,245.57,244.57,CLAY,,"Clay, gravelly, brown",NSW Hydstra,1,,,,,,,,,-31.2169,150.472
GW030304.3.1,251139,10046087,276.7,NGS,96.01,97.54,180.69,179.16,SDSN,,"Gritstone; orangey to brownish orangey, subangular to subrounded grains, jasper, smokey quartz, chert, chalcedony & mica flakes.",L Drury - WC&IC,2,,,,,,,,,-30.9976,150.408
GW062402.1.1,446233,10077284,230.01,NGS,29.7,33.6,200.31,196.41,GRVL,,Gravel yellow medium small small,NSW Hydstra,1,,,,,,,,,-30.5083,149.997
GW018476.1.1,154474,10033741,266.13,NGS,17.07,17.37,249.06,248.76,SAND,,Sand fine,NSW Hydstra,1,,,,,,,,,-30.9899,150.288
GW025138.1.1,200374,10040277,182.3,NGS,38.13,39.96,144.17,142.34,SAND,,"Sand; (clean), light brown, fine & medium",D Roberts - WC&IC,2,,,,,,,,,-30.1576,149.309
GW001857.1.1,17238,10017206,170.15,NGS,81.99,82.91,88.16,87.24,ROCK,,Rock flinty,NSW Hydstra,1,,,,,,,,,-30.5709,148.646
GW035644.1.1,286689,10051695,502.68,NGS,2.74,4.26,499.94,498.42,SAND,,Sand gravel water supply,NSW Hydstra,1,,,,,,,,,-31.252,151.078
GW968243.1.1,821985,10149853,283.2,NGS,24.0,47.0,259.2,236.2,CLAY,,"Clay, grey",NSW Hydstra,1,,,,,,,,,-31.0311,149.863
GW049307.1.1,382060,10064528,376.32,NGS,22.0,25.0,354.32,351.32,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-30.9809,150.892
GW053876.1.1,404270,10069076,215.1,NGS,67.0,73.5,148.1,141.6,SAND,,Sand grey gravel water bearing,NSW Hydstra,1,,,,,,,,,-30.3295,149.796
GW035740.1.1,287091,10051791,224.17,NGS,23.46,38.7,200.71,185.47,SDSN,,Sandstone yellow,NSW Hydstra,1,,,,,,,,,-30.3704,149.776
GW902402.1.1,801662,10146132,288.18,NGS,22.0,23.0,266.18,265.18,UNKN,,Sand,NSW Hydstra,1,,,,,,,,,-31.0492,149.863
GW014486.1.1,126591,10029774,218.39,NGS,15.24,24.38,203.15,194.01,SDSN,,Sandstone soft,NSW Hydstra,1,,,,,,,,,-30.3484,149.686
GW028172.1.1,226791,10043551,388.37,NGS,14.48,14.94,373.89,373.43,GRVL,,Gravel water supply,NSW Hydstra,1,,,,,,,,,-31.5112,149.916
GW060297.1.1,436453,10075485,233.74,NGS,41.0,61.0,192.74,172.74,SAND,,Sand gravel some clay bands,NSW Hydstra,1,,,,,,,,,-30.5662,149.983
GW042598.1.1,350084,10058032,271.84,NGS,24.99,26.51,246.85,245.33,CLAY,,Clay stones white stones white,NSW Hydstra,1,,,,,,,,,-31.1004,150.346
GW049591.1.1,383010,10064810,320.33,NGS,13.1,13.7,307.23,306.63,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-31.5781,150.452
GW044758.1.1,360577,10060166,363.08,NGS,6.1,7.62,356.98,355.46,SAND,,Sand,NSW Hydstra,1,,,,,,,,,-31.3456,150.629
GW025637.1.1,209839,10041036,251.11,NGS,18.29,30.48,232.82,220.63,CLAY,,Clay light gravel gravel,NSW Hydstra,1,,,,,,,,,-30.5601,150.051
GW033798.1.1,278521,10049864,415.86,NGS,6.09,24.38,409.77,391.48,GRNT,,Granite decomposed,NSW Hydstra,1,,,,,,,,,-31.082,151.026
GW969825.1.1,832961,10151451,265.2,NGS,7.0,11.0,258.2,254.2,GRVL,,Gravel,NSW Hydstra,1,,,,,,,,,-30.9106,150.265
GW036406.2.1,304893,10053080,144.4,NGS,111.33,112.85,33.07,31.55,SAND,,Sand - 1-2.5mm light brown,I. Krumins,2,,,,,,,,,-29.9668,148.619
GW016796.1.1,144673,10032068,459.1,NGS,16.46,17.68,442.64,441.42,SAND,,Sand water supply,NSW Hydstra,1,,,,,,,,,-31.397,150.676
GW032745.1.1,274185,10048839,425.98,NGS,5.94,6.1,420.04,419.88,GRVL,,Gravel water supply,NSW Hydstra,1,,,,,,,,,-31.6287,150.163
GW030134.1.1,245245,10045711,254.8,NGS,9.45,12.5,245.35,242.3,SLCY,,"Silty clay, brown",NSW Hydstra,1,,,,,,,,,-30.4654,150.063
GW057616.1.1,421094,10072807,477.61,NGS,2.0,11.0,475.61,466.61,GRVL,,Gravel,NSW Hydstra,1,,,,,,,,,-31.0072,151.072
GW030098.4.1,243210,10045617,197.8,NGS,15.25,22.27,182.55,175.53,GRVL,,"Gravel; fine & medium, brown, & light brown sandy clay 5-10%",D Roberts - WC&IC,2,,,,,,,,,-30.1757,149.577
GW003741.1.1,36607,10019090,234.83,NGS,95.4,100.88,139.43,133.95,SDSN,,Sandstone,NSW Hydstra,1,,,,,,,,,-30.4526,149.906
GW030070.4.4,242073,10045538,199.4,NGS,120.48,125.05,78.92,74.35,SAND,,"Sand; light brown, fine & medium, some coarse sand",D Roberts - WC&IC,2,,,,,,,,,-30.1998,149.594
GW045196.1.1,362512,10060587,228.23,NGS,20.0,24.0,208.23,204.23,SDSN,,Sandstone,NSW Hydstra,1,,,,,,,,,-30.3998,149.844
GW020402.1.1,165465,10035658,348.75,NGS,0.0,1.83,348.75,346.92,SILT,,Silt,NSW Hydstra,1,,,,,,,,,-30.754,150.361
GW027870.1.1,224727,10043252,276.9,NGS,42.06,44.5,234.84,232.4,CLAY,,Clay gravel clay,NSW Hydstra,1,,,,,,,,,-31.1287,150.428
GW003806.1.1,37927,10019155,502.43,NGS,13.72,16.76,488.71,485.67,SDSN,,Sandstone yellow,NSW Hydstra,1,,,,,,,,,-31.5326,149.696
GW022977.1.1,187751,10038296,300.7,NGS,29.57,30.18,271.13,270.52,SDSN,,Sandstone,NSW Hydstra,1,,,,,,,,,-31.3359,150.35
GW035323.1.1,285225,10051376,394.41,NGS,0.61,3.96,393.8,390.45,CLAY,,Clay yellow,NSW Hydstra,1,,,,,,,,,-31.1226,150.891
GW969518.1.1,830411,10151144,484.58,NGS,5.4,8.4,479.18,476.18,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-31.6873,150.778
GW030235.1.1,248748,10045927,241.4,NGS,42.67,43.59,198.73,197.81,CLAY,,Clay gravel,NSW Hydstra,1,,,,,,,,,-30.4648,150.014
GW965721.1.1,808376,10147295,365.67,NGS,85.0,88.4,280.67,277.27,BSLT,,Basalt,NSW Hydstra,1,,,,,,,,,-30.7528,150.729
GW056030.1.1,413995,10071228,230.96,NGS,10.36,13.72,220.6,217.24,SAND,,Sand yellow fine silt,NSW Hydstra,1,,,,,,,,,-30.4932,149.974
GW015645.1.1,138661,10030924,432.54,NGS,19.81,32.0,412.73,400.54,ROCK,,Rock orange hard water supply,NSW Hydstra,1,,,,,,,,,-31.1568,150.144
GW036057.2.1,291501,10052214,236.3,NGS,70.15,71.68,166.15,164.62,GRVL,,As above.,WC&IC,2,,,,,,,,,-30.6295,150.042
GW036179.1.1,295689,10052505,234.98,NGS,51.82,54.86,183.16,180.12,GRVL,,"Gravel; gravel (60% 1.25-2.5mm, 30% 2.5-6mm, 10% 6-10mm) and clay 5% (grey, trace of brown carbonised wood), overall colour grey","I. Krumins, WC&IC",2,,,,,,,,,-30.554,149.995
GW068330.1.1,464759,10082407,550.33,NGS,9.0,55.0,541.33,495.33,SHLE,,Grey basalt (occasional fault line),NSW Hydstra,1,,,,,,,,,-31.0587,151.209
GW969466.1.1,830000,10151092,352.2,NGS,95.1,97.4,257.1,254.8,COAL,,Coal/claystone,NSW Hydstra,1,,,,,,,,,-31.2817,150.316
GW069132.1.1,468946,10083094,249.43,NGS,106.0,110.0,143.43,139.43,CLAY,,Brown silty clay very sticky,NSW Hydstra,1,,,,,,,,,-30.7609,150.014
GW036548.1.1,309515,10053343,245.6,NGS,112.0,114.0,133.6,131.6,SAND,,Sand claybound gravel,NSW Hydstra,1,,,,,,,,,-30.7484,150.106
GW967987.1.1,820090,10149598,501.08,NGS,30.0,47.0,471.08,454.08,BSLT,,"Basalt, moist, dark, calcite white",NSW Hydstra,1,,,,,,,,,-30.3807,150.597
GW036004.1.1,288995,10052059,231.3,NGS,80.0,83.0,151.3,148.3,GRVL,,"Gravel & silt & sand; gravel 40% (2-8mm), and silt 40% (pale grey), and sand 20% (0.5-2mm)","I. Krumins, WC&IC",2,,,,,,,,,-30.5345,149.98
GW023478.1.1,190300,10038793,288.55,NGS,21.95,22.86,266.6,265.69,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-30.9184,150.444
GW017900.1.1,151068,10033165,150.15,NGS,12.19,18.29,137.96,131.86,CLAY,,Clay sandy,NSW Hydstra,1,,,,,,,,,-29.9762,148.766
GW901924.1.1,798397,10145656,371.28,NGS,23.1,25.9,348.18,345.38,BNST,,Brown shale,NSW Hydstra,1,,,,,,,,,-30.765,150.733
GW029452.1.1,235408,10044827,206.44,NGS,10.66,11.88,195.78,194.56,SAND,,Sand,NSW Hydstra,1,,,,,,,,,-30.1915,149.681
GW045988.1.1,365762,10061371,173.01,NGS,66.14,68.58,106.87,104.43,SHLE,,Shale clay,NSW Hydstra,1,,,,,,,,,-30.0754,149.199
GW053469.1.1,402086,10068671,430.36,NGS,6.0,7.0,424.36,423.36,SAND,,Sand gravel water supply,NSW Hydstra,1,,,,,,,,,-31.2126,151.104
GW015116.1.1,136383,10030400,399.54,NGS,21.03,21.64,378.51,377.9,ROCK,,Rock,NSW Hydstra,1,,,,,,,,,-31.702,150.271
GW900981.1.1,791292,10144715,473.48,NGS,139.0,153.4,334.48,320.08,VLCC,,"Volcanics, minor carbonaceous siltstone",NSW Hydstra,1,,,,,,,,,-31.3788,150.669
GW023012.1.1,187966,10038331,472.86,NGS,10.67,12.5,462.19,460.36,GRVL,,Gravel water supply,NSW Hydstra,1,,,,,,,,,-31.0312,149.59
GW051132.1.1,391795,10066338,671.26,NGS,4.57,30.48,666.69,640.78,SHLE,,Shale orange water supply,NSW Hydstra,1,,,,,,,,,-30.4962,150.448
GW968405.1.1,823462,10150020,304.06,NGS,5.0,42.0,299.06,262.06,CLAY,,"Clay, tan brown, silty sand interbeds",NSW Hydstra,1,,,,,,,,,-31.37,150.465
GW030474.1.1,257547,10046504,275.4,NGS,10.4,11.0,265.0,264.4,CLAY,,Clay water supply,NSW Hydstra,1,,,,,,,,,-31.154,150.382
GW969747.1.1,832098,10151373,319.0,NGS,45.2,46.35,273.8,272.65,SLSN,,Siltstone,NSW Hydstra,1,,,,,,,,,-31.2551,150.326
GW033844.1.1,278753,10049910,270.83,NGS,0.0,0.6,270.83,270.23,TPSL,,Topsoil,NSW Hydstra,1,,,,,,,,,-31.074,150.402
GW969391.1.1,829639,10151006,789.71,NGS,39.3,39.6,750.41,750.11,BSLT,,"Basalt, water bearing",NSW Hydstra,1,,,,,,,,,-31.3976,151.06
GW004171.1.1,45144,10019522,161.9,NGS,487.68,496.82,-325.78,-334.92,SDSN,,Sandstone,NSW Hydstra,1,,,,,,,,,-30.222,148.94
GW038043.1.1,328371,10055379,425.7,NGS,7.62,13.1,418.08,412.6,BSLT,,Basalt fractured water supply,NSW Hydstra,1,,,,,,,,,-30.8773,150.912
GW968485.1.1,823997,10150100,418.71,NGS,15.2,76.2,403.51,342.51,BSLT,,"Basalt, blue",NSW Hydstra,1,,,,,,,,,-31.1411,150.863
GW049673.1.1,383334,10064889,549.88,NGS,1.22,4.57,548.66,545.31,GRNT,,Granite soft,NSW Hydstra,1,,,,,,,,,-31.0551,150.976
GW058765.1.1,426763,10073953,461.6,NGS,10.0,25.0,451.6,436.6,SHLE,,Shale grey,NSW Hydstra,1,,,,,,,,,-31.0218,150.9
GW022839.1.1,186715,10038158,343.46,NGS,28.04,52.73,315.42,290.73,SHLE,,Shale,NSW Hydstra,1,,,,,,,,,-31.167,150.288
GW025329.4.1,204877,10040604,196.2,NGS,33.55,35.08,162.65,161.12,SDCY,,Sandy clay, brown,Unknown - WC&IC,2.0,,,,,,,,-30.1895,149.545
GW036130.1.1,294210,10052389,286.7,NGS,30.48,32.004,256.22,254.696,CLAY,,"Clay; 70% brown, sand & gravel 30% most 1 1/2-3mm, max 10mm",I Krumins,2,,,,,,,,,-31.2459,150.514
GW057996.1.1,423580,10073185,267.5,NGS,0.0,1.0,267.5,266.5,TPSL,,Topsoil,NSW Hydstra,1,,,,,,,,,-30.9559,150.323
GW031649.1.1,268304,10047742,159.53,NGS,91.44,99.06,68.09,60.47,CLAY,,Clay yellow,NSW Hydstra,1,,,,,,,,,-30.0423,148.915
GW036407.1.1,304909,10053082,144.8,NGS,0.0,3.05,144.8,141.75,CLAY,,Clay - medium grey,I. Krumins,2,,,,,,,,,-29.952,148.622
GW902109.1.1,799987,10145839,337.38,NGS,4.0,7.0,333.38,330.38,UNKN,,Brown sand & gravel dirty - dry,NSW Hydstra,1,,,,,,,,,-30.7684,150.382
GW968046.1.1,820498,10149657,273.9,NGS,25.0,40.0,248.9,233.9,SDSN,,Sandstone,NSW Hydstra,1,,,,,,,,,-30.627,150.147
GW969213.1.1,828679,10150828,472.67,NGS,8.5,9.4,464.17,463.27,CLAY,,Clay & gravel,NSW Hydstra,1,,,,,,,,,-31.3019,151.152
GW036014.2.1,289324,10052080,235.3,NGS,6.1,7.62,229.2,227.68,GRVL,,"Gravel; coarse 35% jasper porphyry indurated mudstone (up to 25mm or 15mm) well rounded subangular.  gravel medium 25% as above.  gravel fine 40%, as above.",?? - WC&IC,2,,,,,,,,,-30.5929,150.016
